processed_review,sentiment_score,sentiment_label
bit small great shoe plan dirti wear one day unless sure arent worn outsid get dirti fast also bit snug compar size sneaker usual love puma one much,0.9098,1
work look nice white shoe son work fit expect hold five year old recess even manag keep somewhat clean,0.7722,1
doubt origin 15 day lost origin colori doubt origin,-0.743,0
well good qualiti,0.6124,1
nice comfort love super super comfortableeasi wash consist sizedefinit good purchas,0.9648,1
offer bought give away,0.0,1
beauti soft beauti,0.0,1
nice sneaker price walk seem nb make sneaker better peopl lot walk came across brow thru sneaker came low price bought store replac prefer camou version shoe white color one bought 2737 go high 50 plu money save,0.7783,1
comfort light like,0.6124,1
got em super cheap nice basic shoe got greenish grey one sale 25 price im happi spandex inner line kinda like sock sole tongu shoe dont mind,0.8445,1
fail shoe cute comfort color beautifuli give 3 star came golden part peel know continu fight usei ask size 10 gift last pair,0.3182,1
great valu dad cool approv design style buget nice slip sock great beach shoe slip still look dad cool process lol,0.9545,1
love better expect love,0.9062,1
comfort shoe run small comfort shoe run small dont normal wear size 12 shoe seem like nb shoe run small origin 11 snug walk day amus park foot felt fine afterward,0.8074,1
great shoe son love new balanc skate shoesit take week break shoe son high instep shoe dont allow alot instep room,0.8241,1
wonder qualiti great color soft yet durabl comfort littl foot elast firmli attach littl one pull hard get foot pull elast color soft theatric pink regular pastel pink split sole realli help littl one point foot nice much better full sole style,0.9274,1
great shoe great skate shoe son love green look realli good person,0.946,1
best ballet shoe split sole use danc profession activ found split sole shoe never look back made arch prettier comfort love 4 year old want take ballet wonder made tini got pair 85c guess size fit perfectli 6 month outgrew got next pair local dont carri split sole kid tradit style plan ahead pick 105c outgrow current pair good shoe held well three class week kid tough shoe also come elast sewn nice readytowear,0.9723,1
color fade short time like everyth shoe howev complaint color start fade 4 month normal use besid pretti comfti good look product,0.4939,1
soft easier standard sole perfect use bloch bunnyhop time well daughter like pink standard pink capezio well im fond capezio shoe anymor anyway bunnyhop stock narrow hard find anyway gave tri super soft bloch she tri split sole said realli lot easier grace foot split sole,0.9726,1
12 size big run 12 size big kept big pair reorder anyway love split sole,0.6369,1
ok good expect sturdi toe like pair got elsewher still cute cant danc long,0.8625,1
soft cute gymnasticsdanc shoe realli cute soft shoe daughter 4 12 yr old wear size 8 reg shoe shoe bit larg tighten lace fit almost perfectjust littl space grow,0.8176,1
criscro elast daughter realli excit get first pair ballet slipper criscro elast style big disappoint receiv regular one 1 elast photo item give right descript,-0.4019,0
consist qualiti brand style requir daughter danc team find comfort last well outgrow,0.5574,1
cross cross strap criss cross strap photo want uniqu look came one regular strap across center,0.0772,1
good qualiti cute seem comfort daughter ballet class love,0.9118,1
perfect fit first men boot tri femal happi purchas woman version worn want boot bit room front area due bunion look similar way comfort comparison woman version turn toe section sure men version nicer mount ride better feel stirup glad ventur normal comfort zone boot buy btw take 9 wome gener wide,0.9607,1
love hate relationship ive worn ariat year hors theyr goto boot husband need new pair work boot convinc tri someth new order ariat boot got quickli open box immedi love look first attempt put look like wrestl bear howev said comfort work boot he ever theyr surprisingli easi take foot lot back problem boot help especi work 12 14 hour day definit prefer ariat even wrestl get red wing,0.8176,1
comfort right box bought boot travel right box comfort put plenti mile boot seem hold well whole lot pictur judg theyd look person think look great,0.8807,1
look fit great boot look feel great true size fit wide foot order ee size littl snug left foot wider break nice wear neg far hard time put take hope get better time,0.9726,1
great boot valu nice look well made doesnt cheap look sued strip back howev im grate said order half size im 11 got 105 fit perfectli narrow foot dont know play satisfi,0.8578,1
qualiti help ariat known wore 3 time stitch start come toe box see pic call ariatlet say servic good stitch boot thank amazon know custom servic cover,0.8316,1
great qualiti boot great price great boot super comfort appear high qualiti alway wore red wing nice half price pretti stiff wouldnt recommend pull right box head work buy wear awhil soften feel great foot thank mike,0.9798,1
comfort break great price nice light weight break boot comfort hold well ten hour day concret would recommend anyon isnt requir wear steel toe boot,0.9382,1
look use read review run 12 size big color beauti box came beat definit look like old box boot scratch return big husband order smaller size,0.3612,1
comfort shoe great shoe casual wear well made comfort wear mine go dinner run around town could wear casual friday offic howev work boot design would certainli buy,0.9153,1
roll tongu uggssuperb purchas ugg real leather barefoot thick flexibl outsol timeth comfort interior sole bowl embellish metatarsophalangeian block stop without forget qualiti interdigit rod offer unriv comfort date type simplifi sandal extrem lightnessindispens summer tast without moder ensur total freedom feetthank uggpolo83,0.6971,1
worn color bad qualiti color bad qualiti,-0.8481,0
good workmanshiplook valuegood workmanshiplook valu comfort,0.6597,1
flat foot friendli wide flat foot love run true length roomi strap hard find featur shoe sandal that im focus fit 4e width size 14 sure 6e would work though footb super firm foam type cushion leather line feel like mold foot time tell made vietnam excel qualiti,0.9628,1
comfi worth love leather fit normal break nice,0.886,1
use shoe excit get ugg flipflop brother unfortun didnt look day gave worn rock treead water stain leather sole sigh known someth awri shoe came plain box instead ugg box care purchas shoe amazon could use,0.4215,1
comfort leather look classi would advis shoe size someth half go next half size way foot wont hang back shoe,0.3612,1
disappoint sole fit foot exactli know got right side massiv gap top foot bottom upper thong part shoe half inch gap way much ton ugg product love huge disappoint mayb australian ridicul thick foot someth,0.6597,1
strap loo strap bit loo expect loosen break im return im 11 12 think 11 would better 12 qualiti look good still werent,0.7003,1
super great flip flop gift boyfriend love like shoe contour foot order 12 size 12 12 would perfect he happi fitth shoe come ugg box downfal,0.9633,1
fit larger comfort shoe shouldv listen review size one worri wouldnt fit stretch buy size wont regret ill wear mine sock im quick errand ill get blister larg rub much caus blister,0.9099,1
finishinng insid shoe rough finish properlyo realli return bother bought style 1yr ago want replac itbut disappointedaft takingvso long arriv plea pas messag sole soft upper roughmight end give blisterswil see disappoint,-0.5859,0
stretch other mention stretch first tri thought way could wear wore around hous coupl hour thin sock stretch fine insid scratchi thread first felt realli uncomfort stretch wasnt notic,0.2023,1
shoe comfort shoe slightli littl bit bigger expect probabl cuz doesnt lot pad realiz realli comfort,0.6124,1
love shoe small realli nice shoe alreadi pair tat worn size fit small,0.8074,1
size differ alreadi size 9 fit order 9 tight,0.3612,1
size wasnt great cute wish would fit better 85 like 7,-0.0341,0
